count,word,rank,cumulative_fraction
31681,faux,685,0.7776
31434,aviez,686,0.7777
31324,manque,687,0.7779
31321,écoutez,688,0.778
31313,appel,689,0.7781
31147,sac,690,0.7783
31115,content,691,0.7784
31015,cher,692,0.7785
31013,président,693,0.7786
30988,envoyé,694,0.7788
30916,puisse,695,0.7789
30881,acheter,696,0.779
30875,début,697,0.7791
30800,secret,698,0.7793
30736,maître,699,0.7794
30643,venue,700,0.7795
30583,patron,701,0.7796
30554,noël,702,0.7798
30351,voyons,703,0.7799
30328,cheveux,704,0.78
30324,rue,705,0.7801
30322,continue,706,0.7803
30281,occuper,707,0.7804
30280,âge,708,0.7805
30270,prix,709,0.7806
30269,gagner,710,0.7808
30174,mauvaise,711,0.7809
30167,effet,712,0.781
30161,tirer,713,0.7811
30037,avocat,714,0.7813
30005,certains,715,0.7814
29938,grâce,716,0.7815
29914,voix,717,0.7816
29826,général,718,0.7818
29810,promis,719,0.7819
29798,noir,720,0.782
29752,long,721,0.7821
29686,apprendre,722,0.7822
29554,avaient,723,0.7824
29509,laissez,724,0.7825
29503,dix,725,0.7826
29454,accident,726,0.7827
29399,probablement,727,0.7829
29283,déteste,728,0.783
29118,cru,729,0.7831
29099,oublie,730,0.7832
28866,millions,731,0.7833
28854,bout,732,0.7835
28771,ordre,733,0.7836
28759,okay,734,0.7837
28664,incroyable,735,0.7838
28630,aurai,736,0.7839
28624,ressemble,737,0.784
28610,scène,738,0.7842
28556,voyage,739,0.7843
28495,retrouver,740,0.7844
28469,bienvenue,741,0.7845
28439,petits,742,0.7846
28430,force,743,0.7847
28428,simplement,744,0.7849
28418,disparu,745,0.785
28317,armes,746,0.7851
28283,ailleurs,747,0.7852
28154,york,748,0.7853
28095,connaissez,749,0.7854
27856,prête,750,0.7856
27853,soeur,751,0.7857
27790,situation,752,0.7858
27752,protéger,753,0.7859
27746,hôtel,754,0.786
27728,utiliser,755,0.7861
27675,devriez,756,0.7862
27640,sœur,757,0.7864
27626,complètement,758,0.7865
27537,crime,759,0.7866
27530,dos,760,0.7867
27525,idiot,761,0.7868
27514,armée,762,0.7869
27471,sale,763,0.787
27459,liste,764,0.7871
27437,anniversaire,765,0.7873
27414,oncle,766,0.7874
27278,victime,767,0.7875
27185,rappelle,768,0.7876
27165,agit,769,0.7877
27089,arrêté,770,0.7878
27086,paix,771,0.7879
27085,battre,772,0.788
27078,bouge,773,0.7882
27067,absolument,774,0.7883
27044,finir,775,0.7884
26994,pars,776,0.7885
26994,libre,777,0.7886
26967,rencontré,778,0.7887
26967,avion,779,0.7888
26914,i,780,0.7889
26889,rouge,781,0.789
26842,retourner,782,0.7892
26751,réussi,783,0.7893
26735,mots,784,0.7894
26727,bateau,785,0.7895
26633,sympa,786,0.7896
26592,restez,787,0.7897
26562,stupide,788,0.7898
26531,seras,789,0.7899
26413,médecin,790,0.79
26386,photos,791,0.7901
26381,balle,792,0.7902
26356,faim,793,0.7904
26346,contrôle,794,0.7905
26298,table,795,0.7906
26282,fond,796,0.7907
26248,bordel,797,0.7908
26217,décidé,798,0.7909
26201,fasse,799,0.791
26126,habitude,800,0.7911
26022,impression,801,0.7912
25967,surprise,802,0.7913
25946,porter,803,0.7914
25913,autour,804,0.7915
25864,colère,805,0.7916
25830,or,806,0.7918
25814,ligne,807,0.7919
25781,croyez,808,0.792
25764,devais,809,0.7921
25732,savait,810,0.7922
25676,gagné,811,0.7923
25599,jolie,812,0.7924
25521,heureuse,813,0.7925
25500,magnifique,814,0.7926
25436,seront,815,0.7927
25426,gauche,816,0.7928
25417,imagine,817,0.7929
25410,clair,818,0.793
25391,charlie,819,0.7931
25379,sorti,820,0.7932
25356,neuf,821,0.7933
25309,su,822,0.7934
25240,volé,823,0.7935
25221,cadeau,824,0.7936
25217,risque,825,0.7937
25173,parlez,826,0.7938
25079,système,827,0.7939
25058,inspecteur,828,0.7941
25005,hors,829,0.7942
24916,ferait,830,0.7943
24826,terminé,831,0.7944
24812,disais,832,0.7945
24805,ouvre,833,0.7946
24743,dedans,834,0.7947
24696,pote,835,0.7948
24667,expliquer,836,0.7949
24614,espèce,837,0.795
24572,montre,838,0.7951
24560,auras,839,0.7952
24558,pied,840,0.7953
24556,présent,841,0.7954
24539,plusieurs,842,0.7955
24514,disent,843,0.7956
24413,michael,844,0.7957
24362,marcher,845,0.7958
24344,pieds,846,0.7959
24338,lumière,847,0.796
24214,vraie,848,0.7961
24157,pourra,849,0.7962
24156,réponse,850,0.7963
24100,coin,851,0.7964
23956,suivre,852,0.7965
23919,moitié,853,0.7966
23907,club,854,0.7967
23900,pouvons,855,0.7968
23862,fallait,856,0.7969
23852,doivent,857,0.797
23786,pareil,858,0.7971
23768,joli,859,0.7972
23760,vieille,860,0.7973
23717,camp,861,0.7974
23715,vouloir,862,0.7975
23711,envoyer,863,0.7975
23692,mission,864,0.7976
23687,grosse,865,0.7977
23670,soleil,866,0.7978
23610,selon,867,0.7979
23600,arrière,868,0.798
23575,tue,869,0.7981
23553,lire,870,0.7982
23519,devenu,871,0.7983
23508,doucement,872,0.7984
23504,tenir,873,0.7985
23469,sortie,874,0.7986
23464,rend,875,0.7987
23460,allô,876,0.7988
23386,flics,877,0.7989
23367,exact,878,0.799
23298,tom,879,0.7991
23286,joe,880,0.7992
23285,disait,881,0.7993
23227,you,882,0.7994
23204,recherche,883,0.7995
23172,continuer,884,0.7996
23158,ignore,885,0.7997
23144,l,886,0.7998
23061,aimé,887,0.7999
23060,poser,888,0.8
23020,chaud,889,0.8
23008,lettre,890,0.8001
22968,tueur,891,0.8002
22953,avance,892,0.8003
22916,tiré,893,0.8004
22897,arrivée,894,0.8005
22888,bar,895,0.8006
22881,quitter,896,0.8007
22866,david,897,0.8008
